State Name,District Name,Subdistrict Name,Facility Type,Facility Name,Facility Address,Latitude,Longitude,ActiveFlag_C,NOTIONAL_PHYSICAL,Location Type,Type Of Facility,Nin_N
Haryana,Mewat,Ferozepur Jhirka,chc,Ferozepur Jhirka,NA,27.75944,76.99409,Y,Physical,Rural,Public,1114677113
Haryana,Mewat,Punahana,chc,Punahana,NA,27.88703,77.19559,Y,Physical,Rural,Public,1114676511
Haryana,Mahendragarh,Nangal Choudhary,chc,Nangal Choudhary,NA,27.890667,76.114567,Y,Physical,Rural,Public,NA
Haryana,Palwal,Hodal,chc,Hodal,NA,27.9,77.3667,Y,Physical,Rural,Public,4716858578
Haryana,Palwal,Aurangabad,chc,Aurangabad,NA,28.02781,77.32957,Y,Physical,Rural,Public,7168138381
Haryana,Palwal,Hathin,chc,Hathin,NA,28.05,77.3296,Y,Physical,Rural,Public,1216332179
Haryana,Rewari,Khol,chc,Khol,NA,28.05654,76.31915,Y,Physical,Rural,Public,1114763210
Haryana,Mewat,Nuh,chc,Nuh,NA,28.08817,77.0231,Y,Physical,Rural,Public,1114681131
Haryana,Mahendragarh,Dochana,chc,Dochana,NA,28.088792,75.98449,Y,Physical,Rural,Public,NA
Haryana,Mahendragarh,Ateli,chc,Ateli,NA,28.101,76.24,Y,Physical,Rural,Public,NA
Haryana,Palwal,Dudola,chc,Alawalpur,NA,28.1746,77.3769,Y,Physical,Rural,Public,2756385783
Haryana,Mahendragarh,Nangal Sirohi,chc,Nangal Sirohi,NA,28.186759,76.129106,Y,Physical,Rural,Public,NA
Haryana,Palwal,Dudola,chc,Dudola,NA,28.20559,77.26997,Y,Physical,Rural,Public,5155488488
Haryana,Gurgaon,Ghangola,chc,Ghangola,NA,28.23,77.11,Y,Physical,Rural,Public,NA
Haryana,Rewari,Meerpur,chc,Meerpur,NA,28.241564,76.695986,Y,Physical,Rural,Public,1114761719
Haryana,Gurgaon,Pataudi,chc,Pataudi,NA,28.29,76.33,Y,Physical,Rural,Public,NA
Haryana,Rewari,Gurawara,chc,Gurawara,NA,28.29515,76.063,Y,Physical,Rural,Public,1114765165
Haryana,Mahendragarh,Mahendragarh,chc,Satnali,NA,28.321014,76.21458,Y,Physical,Rural,Public,NA
Haryana,Faridabad,Kurali,chc,Kurali,NA,28.32923,77.45809,Y,Physical,Rural,Public,1114722232
Haryana,Mahendragarh,Kanina,chc,Kanina,NA,28.33,76.31,Y,Physical,Rural,Public,5666742845
Haryana,Rewari,Nahar,chc,Nahar,NA,28.35159,76.55388,Y,Physical,Rural,Public,1114761537
Haryana,Faridabad,Faridabad Urban,chc,UHC Sehatpur,NA,28.37,77.32,Y,Physical,Urban,Public,1114723222
Haryana,Faridabad,Kheri Kalan,chc,Kheri Kalan,NA,28.3966,77.2696,Y,Physical,Rural,Public,1114722174
Haryana,Rewari,Bawal,chc,Bawal,NA,28.40943,76.397,Y,Physical,Rural,Public,1114762220
Haryana,Gurgaon,Farrukh Nagar,chc,Farrukh Nagar,NA,28.41,76.79,Y,Physical,Rural,Public,NA
Haryana,Faridabad,Faridabad Urban,chc,UHC Sanjay Colony,NA,28.41,77.34,Y,Physical,Urban,Public,1114723164
Haryana,Mahendragarh,Sehlang,chc,Sehlang,NA,28.42,76.24,Y,Physical,Rural,Public,NA
Haryana,Gurgaon,gurgaon,chc,Polyclinic Sector 31,NA,28.45,77.07,Y,Physical,Urban,Public,NA
Haryana,Rohtak,Kalanaur,chc,Kahanaur,NA,28.45,76.29,Y,Physical,Rural,Public,NA
Haryana,Rohtak,Sampla,chc,Sampla,NA,28.4633,76.461,Y,Physical,Rural,Public,NA
Haryana,Jhajjar,Dhakla,chc,Dhakla,NA,28.50759,76.53559,Y,Physical,Rural,Public,NA
Haryana,Rohtak,Rohtak,chc,Polyclinic Sector 3,NA,28.5358,76.3504,Y,Physical,Urban,Public,NA
Haryana,Jhajjar,Badli,chc,Badli,NA,28.53945,76.84424,Y,Physical,Rural,Public,NA
Haryana,Rohtak,Meham,chc,Madina,NA,28.56,76.26,Y,Physical,Rural,Public,NA
Haryana,Rohtak,Kiloi,chc,Kiloi,NA,28.5648,76.4253,Y,Physical,Rural,Public,NA
Haryana,Rohtak,Meham,chc,Meham,NA,28.5759,76.1739,Y,Physical,Rural,Public,NA
Haryana,Bhiwani,Loharu,chc,Loharu,NA,28.62,75.61,Y,Physical,Rural,Public,NA
Haryana,Jhajjar,Dubaldhan,chc,Dubaldhan,NA,28.67441,76.505691,Y,Physical,Rural,Public,NA
Haryana,Bhiwani,Manheru,chc,Manheru,NA,28.7,76.21,Y,Physical,Rural,Public,NA
Haryana,Jhajjar,Chhara,chc,Chhara,NA,28.70904,76.70809,Y,Physical,Rural,Public,NA
Haryana,Bhiwani,Bond Kalan,chc,Bond Kalan,NA,28.76696,76.07407,Y,Physical,Rural,Public,NA
Haryana,Jhajjar,Dighal,chc,Dighal,NA,28.7703,76.62163,Y,Physical,Rural,Public,NA
Haryana,Rohtak,Kalanaur,chc,Kalanaur,NA,28.831237,76.39556,Y,Physical,Rural,Public,NA
Haryana,Bhiwani,Miran,chc,Miran,NA,28.84,75.73,Y,Physical,Rural,Public,NA
Haryana,Bhiwani,Gopi,chc,Gopi,NA,28.84818,75.54643,Y,Physical,Rural,Public,NA
Haryana,Bhiwani,Jhojhu Kalan,chc,Jhojhu Kalan,NA,28.84819,75.54644,Y,Physical,Rural,Public,NA
Haryana,Bhiwani,Kairu,chc,Kairu,NA,28.84819,75.54644,Y,Physical,Rural,Public,NA
Haryana,Bhiwani,Dhanana,chc,Dhanana,NA,28.8482,75.54645,Y,Physical,Rural,Public,NA
Haryana,Bhiwani,Tosham,chc,Tosham,NA,28.86,75.71,Y,Physical,Rural,Public,NA
Haryana,Jhajjar,Jamalpur,chc,Jamalpur,NA,28.8766,76.6174,Y,Physical,Rural,Public,NA
Haryana,Sonipat,Kharkhoda,chc,Kharkhoda,NA,28.881783,76.911877,Y,Physical,Rural,Public,4267638577
Haryana,Sonipat,Badh Khalsa,chc,Badh Khalsa,NA,28.908179,77.111121,Y,Physical,Rural,Public,6643754853
Haryana,Sonipat,Ferozepur Bangar,chc,Ferozepur Bangar,NA,28.928574,77.091494,Y,Physical,Rural,Public,7548837512
Haryana,Sonipat,Sonepat,chc,Poly Clinic Sector 7,NA,28.99,77.03,Y,Physical,Urban,Public,NA
Haryana,Hisar,Mangali,chc,Mangali,NA,29.039,75.733,Y,Physical,Rural,Public,NA
Haryana,Hisar,Sorkhi,chc,Sorkhi,NA,29.053,76.121,Y,Physical,Rural,Public,NA
Haryana,Jind,Kalwa,chc,Kalwa,NA,29.0588,76.0856,Y,Physical,Rural,Public,NA
Haryana,Sonipat,Juan,chc,Juan,NA,29.09,76.88,Y,Physical,Rural,Public,6713487814
Haryana,Hisar,AryaNagar,chc,Aryangar,NA,29.12,75.72,Y,Physical,Rural,Public,1717711319
Haryana,Sonipat,Ganaur,chc,Ganaur,NA,29.12,77.02,Y,Physical,Rural,Public,8322486724
Haryana,Jind,Julana,chc,Julana,NA,29.13629,76.40749,Y,Physical,Rural,Public,NA
Haryana,Hisar,Sisai,chc,Sisai,NA,29.173,76.014,Y,Physical,Rural,Public,NA
Haryana,Sonipat,Mundlana,chc,Mundlana,NA,29.203586,76.774048,Y,Physical,Rural,Public,1734438243
Haryana,Hisar,Siswal,chc,Siswal,NA,29.213,75.51,Y,Physical,Rural,Public,NA
Haryana,Hisar,Narnaund,chc,Narnaund,NA,29.224,76.145,Y,Physical,Rural,Public,NA
Haryana,Panipat,Samalkha,chc,Samalkha,NA,29.24,76.98,Y,Physical,Rural,Public,NA
Haryana,Fatehabad,Bhuna,chc,Bhuna,NA,29.24473,76.04188,Y,Physical,Rural,Public,4288462171
Haryana,Fatehabad,Jakhal,chc,Jakhal,NA,29.24479,76.04188,Y,Physical,Rural,Public,6517532211
Haryana,Panipat,Bapoli,chc,Dadlana,NA,29.3,77.06,Y,Physical,Rural,Public,NA
Haryana,Panipat,Ahar,chc,Ahar,NA,29.3022,76.90743,Y,Physical,Rural,Public,NA
Haryana,Jind,District HQ,chc,Polyclinic Sector 8,NA,29.30623,76.34218,Y,Physical,Urban,Public,NA
Haryana,Jind,Kandela,chc,Kandela,NA,29.30625,76.3422,Y,Physical,Rural,Public,NA
Haryana,Jind,Kharak Ramji,chc,Kharak Ramji,NA,29.30628,76.34223,Y,Physical,Rural,Public,NA
Haryana,Rohtak,Chiri,chc,Chiri,NA,29.332,76.324,Y,Physical,Rural,Public,NA
Haryana,Hisar,Barwala,chc,Barwala,NA,29.361,75.908,Y,Physical,Rural,Public,NA
Haryana,Fatehabad,Bhattu Kalan,chc,Bhattu Kalan,NA,29.36584,75.32948,Y,Physical,Rural,Public,5186311311
Haryana,Sirsa,Nathusari Chopta,chc,Nathusari Chopta,NA,29.37,75.12,Y,Physical,Rural,Public,NA
Haryana,Panipat,Bapoli,chc,Bapoli,NA,29.37,76.88,Y,Physical,Rural,Public,NA
Haryana,Jind,Safidon,chc,Safidon,NA,29.41499,76.68049,Y,Physical,Rural,Public,NA
Haryana,Sirsa,Madho Singhana,chc,Madhosinghana,NA,29.43,74.93,Y,Physical,Rural,Public,NA
Haryana,Sirsa,Ellenabad,chc,Ellenabad,NA,29.46,74.67,Y,Physical,Rural,Public,NA
Haryana,Jind,Uchana,chc,Uchana,NA,29.4888,76.13535,Y,Physical,Rural,Public,NA
Haryana,Karnal,Assandh,chc,Assandh,NA,29.4916,76.5529,Y,Physical,Rural,Public,NA
Haryana,Hisar,Uklana,chc,Uklana,NA,29.508,75.885,Y,Physical,Rural,Public,8633543379
Haryana,Sirsa,Rania,chc,Rania,NA,29.52,74.83,Y,Physical,Rural,Public,NA
Haryana,Fatehabad,Fatehabad,chc,HUDA Polyclinic Sector 3,NA,29.52,75.47,Y,Physical,Urban,Public,NA
Haryana,Kaithal,Rajound,chc,Rajound,NA,29.577222,76.483889,Y,Physical,Rural,Public,NA
Haryana,Karnal,Gharaunda,chc,Gharaunda,NA,29.584,76.8473,Y,Physical,Rural,Public,8188582624
Haryana,Jind,Ujhana,chc,Ujhana,NA,29.59585,76.1244,Y,Physical,Rural,Public,NA
Haryana,Kaithal,Kalayat,chc,Kalayat,NA,29.67421,76.78539,Y,Physical,Rural,Public,NA
Haryana,Karnal,Ballah,chc,Balla,NA,29.6757,76.337,Y,Physical,Rural,Public,NA
Haryana,Sirsa,Bada Gudha,chc,Baragudha,NA,29.7,75,Y,Physical,Rural,Public,NA
Haryana,Fatehabad,Ratia,chc,Ratia,NA,29.70435,75.56165,Y,Physical,Rural,Public,4736876311
Haryana,Karnal,Nissing,chc,Nissing,NA,29.732,76.7401,Y,Physical,Rural,Public,8133377468
Haryana,Kaithal,Pundri,chc,Pundri,NA,29.762065,76.554187,Y,Physical,Rural,Public,NA
Haryana,Sirsa,Odhan,chc,Odhan,NA,29.82,74.96,Y,Physical,Rural,Public,NA
Haryana,Kaithal,Kaul,chc,Kaul,NA,29.849766,76.661485,Y,Physical,Rural,Public,NA
Haryana,Kaithal,Siwan,chc,Siwan,NA,29.887222,76.354722,Y,Physical,Rural,Public,NA
Haryana,Karnal,Indri,chc,Indri,NA,29.8953,77.0812,Y,Physical,Rural,Public,NA
Haryana,Sirsa,Dabwali,chc,Dabwali,NA,29.96,74.7,Y,Physical,Rural,Public,NA
Haryana,Kurukshetra,Kurukshetra,chc,Poly Clinic Sector 4,NA,29.98,76.83,Y,Physical,Urban,Public,NA
Haryana,Kurukshetra,Mathana,chc,Mathana,NA,29.98024,76.95422,Y,Physical,Rural,Public,8345266384
Haryana,Kurukshetra,Pehowa,chc,Pehowa,NA,29.98267,76.58286,Y,Physical,Rural,Public,2611177227
Haryana,Kurukshetra,Ladwa,chc,Ladwa,NA,29.99449,77.04446,Y,Physical,Rural,Public,4567144441
Haryana,Kaithal,Gulha,chc,Gulha,NA,30.03799,76.78539,Y,Physical,Rural,Public,NA
Haryana,Yamunanagar,Radaur,chc,Radaur,NA,30.04769908,77.19268799,Y,Physical,Rural,Public,6148536870
Haryana,Yamunanagar,Naharpur,chc,Naharpur,NA,30.05572271,77.28607178,Y,Physical,Rural,Public,1535242315
Haryana,Karnal,Tarori,chc,Tarori,NA,30.0884,77.0072,Y,Physical,Rural,Public,NA
Haryana,Kurukshetra,Jhansa,chc,Jhansa,NA,30.11468,76.74087,Y,Physical,Rural,Public,8316283749
Haryana,Kurukshetra,Shahbad(M),chc,Shahabad,NA,30.1683,76.87,Y,Physical,Rural,Public,1413212661
Haryana,Ambala,Barara,chc,CHC Barara,NA,30.21177,77.04205,Y,Physical,Rural,Public,1365824885
Haryana,Yamunanagar,Mustafabad,chc,Mustfabad,NA,30.23059456,77.20916748,Y,Physical,Rural,Public,7625824839
Haryana,Ambala,Mullana,chc,CHC Mullana,NA,30.27628,77.04735,Y,Physical,Rural,Public,1312336256
Haryana,Ambala,Chaurmastpur,chc,CHC Chaurmastpur,NA,30.28246,76.6918,Y,Physical,Rural,Public,7537763281
Haryana,Yamunanagar,Khizrabad,chc,Khizrabad,NA,30.28634574,77.52090454,Y,Physical,Rural,Public,8215188486
Haryana,Yamunanagar,Bilaspur,chc,Bilaspur,NA,30.327842,77.42340088,Y,Physical,Rural,Public,5757445381
Haryana,Ambala,Ambala City,chc,Poly Clinic Sector 10 Ambala City,NA,30.38,76.78,Y,Physical,Urban,Public,1114685215
Haryana,Yamunanagar,Sadhaura,chc,Sadhaura,NA,30.383075,77.226602,Y,Physical,Rural,Public,7747337553
Haryana,Ambala,Shahzadpur,chc,CHC Shahzadpur,NA,30.44992,77.02916,Y,Physical,Rural,Public,4876168628
Haryana,Panchkula,RaipurRani,chc,Raipur Rani,NA,30.583,77.019,Y,Physical,Rural,Public,1114662537
Haryana,Panchkula,Kalka,chc,Kalka,NA,30.656,76.822,Y,Physical,Rural,Public,1114662412
Haryana,Panchkula,Panchkula,chc,Polyclinic Sector 26,NA,30.661,76.882,Y,Physical,Urban,Public,7337663822
Haryana,Panchkula,Panchkula,chc,UHC HUDA Dispensary Sector 16,NA,30.691,76.837,Y,Physical,Urban,Public,6223443786
Haryana,Panchkula,Panchkula,chc,Command Hospital other public inst.,NA,30.6911111,76.8486111,Y,Physical,Urban,Public,NA
Haryana,Mewat,Mewat,dis_h,Civil Hospital Mandikhera,NA,27.94343,77.0172,Y,Physical,Rural,Public,1114662560
Haryana,Mahendragarh,Narnaul,dis_h,Civil Hospital,NA,28.049712,76.11,Y,Physical,Rural,Public,NA
Haryana,Mewat,Nuh,dis_h,Medical College Mewat,NA,28.098686,76.984468,Y,Physical,Rural,Public,1114662628
Haryana,Palwal,Palwal,dis_h,Civil Hospital,NA,28.155,77.3333,Y,Physical,Rural,Public,4545872436
Haryana,Rewari,District HQ,dis_h,Civil Hospital Rewari,NA,28.2019,76.6197,Y,Physical,Rural,Public,1114765553
Haryana,Faridabad,District HQ,dis_h,B.K. Civil Hospital,NA,28.3925259,77.2994398,Y,Physical,Rural,Public,1112456361
Haryana,Gurgaon,District HQ,dis_h,Civil Hospital Gurgaon,NA,28.45,77.07,Y,Physical,Rural,Public,4387672563
Haryana,Gurgaon,gurgaon,dis_h,GH Sector 10,NA,28.45,77,Y,Physical,Rural,Public,1114721242
Haryana,Rohtak,Rohtak,dis_h,Civil Hospital,NA,28.5358,76.3504,Y,Physical,Rural,Public,NA
Haryana,Rohtak,Rohtak,dis_h,PGIMS,NA,28.5358,76.3504,Y,Physical,Rural,Public,NA
Haryana,Jhajjar,Jhajjar,dis_h,Civil Hospital Jhajjar,NA,28.5957,76.6578,Y,Physical,Rural,Public,NA
Haryana,Bhiwani,Bhiwani,dis_h,Civil Hospital,NA,28.79,76.12,Y,Physical,Rural,Public,NA
Haryana,Sonipat,Sonepat,dis_h,Civil Hospital Sonepat,NA,28.99,77.03,Y,Physical,Rural,Public,NA
Haryana,Hisar,Hisar Urban,dis_h,Civil Hospital,NA,29.149,75.722,Y,Physical,Rural,Public,NA
Haryana,Hisar,Hisar Urban,dis_h,Maharaja Aggarsain Medical College AGROHA,NA,29.149,75.722,Y,Physical,Rural,Public,NA
Haryana,Sonipat,Sonepat,dis_h,MC Khanpur kalan,NA,29.16,76.98,Y,Physical,Rural,Public,NA
Haryana,Jind,District HQ,dis_h,Civil Hospital Jind,NA,29.30623,76.34218,Y,Physical,Rural,Public,NA
Haryana,Panipat,Panipat,dis_h,Civil Hospital,NA,29.43,76.9,Y,Physical,Rural,Public,NA
Haryana,Fatehabad,Fatehabad,dis_h,Civil Hospital Fatehabad,NA,29.52946,75.47096,Y,Physical,Rural,Public,8387621280
Haryana,Karnal,Karnal,dis_h,KCG Medical College Karnal,NA,29.66898,76.98178,Y,Physical,Rural,Public,1114636523
Haryana,Sirsa,District HQ,dis_h,Civil Hospital Sirsa,NA,29.78,74.53,Y,Physical,Rural,Public,NA
Haryana,Kaithal,Kaithal,dis_h,IGMS Civil Hospital,NA,29.795441,76.399269,Y,Physical,Rural,Public,NA
Haryana,Kurukshetra,Kurukshetra,dis_h,LNJP Civil Hospital,NA,29.96393,76.82087,Y,Physical,Rural,Public,1112456247
Haryana,Yamunanagar,Yamunanagar,dis_h,ML Civil Hospital,NA,30.16975,77.30573,Y,Physical,Rural,Public,8768272232
Haryana,Ambala,Ambala Cantt,dis_h,M M Medical College Mullana,NA,30.25,77.04,Y,Physical,Rural,Public,1114688888
Haryana,Ambala,Ambala City,dis_h,Civil Hospital,NA,30.38028,76.78233,Y,Physical,Rural,Public,2373268743
Haryana,Panchkula,Panchkula,dis_h,Civil Hospital,NA,30.6911111,76.8486111,Y,Physical,Rural,Public,1112455850
Haryana,Sonipat,Gohana,phc,Saragthal,NA,26.11,73.41,Y,Physical,Rural,Public,NA
Haryana,Mewat,Ferozepur Jhirka,phc,Biwan,NA,27.75946,76.99411,Y,Physical,Rural,Public,4687556284
Haryana,Mewat,Punahana,phc,Jamalgarh,NA,27.8262938,9999997,Y,Physical,Rural,Public,1114666553
Haryana,Mahendragarh,Nangal Choudhary,phc,Budhawal,NA,27.838924,76.148987,Y,Physical,Rural,Public,8268815431
Haryana,Mewat,Punahana,phc,Sikrawa,NA,27.88,77.19,Y,Physical,Rural,Public,4626668463
Haryana,Mewat,Punahana,phc,Singar,NA,27.88702,77.19558,Y,Physical,Rural,Public,4733387551
Haryana,Mewat,Punahana,phc,Pinagwan,NA,27.88703,77.19559,Y,Physical,Rural,Public,7676726826
Haryana,Mewat,Punahana,phc,Tigaon,NA,27.88707,77.19563,Y,Physical,Rural,Public,7818334620
Haryana,Palwal,Hodal,phc,Hassanpur,NA,27.9,77.3667,Y,Physical,Rural,Public,4255734842
Haryana,Palwal,Hodal,phc,Tappa Bilochpur,NA,27.9,77.37,Y,Physical,Rural,Public,8324817454
Haryana,Palwal,Hodal,phc,Bhulwana,NA,27.9,77.37,Y,Physical,Rural,Public,1114711821
Haryana,Mahendragarh,Nangal Choudhary,phc,Antri,NA,27.90146,76.99988,Y,Physical,Rural,Public,7324664437
Haryana,Mahendragarh,Dochana,phc,PHC Bigopur,NA,27.94,76.12,Y,Physical,Rural,Public,NA
Haryana,Palwal,Hathin,phc,Chhainsa,NA,27.94,77.28,Y,Physical,Rural,Public,1114711284
Haryana,Palwal,Hathin,phc,Nangal Jat,NA,27.943183,77.281786,Y,Physical,Rural,Public,5551675316
Haryana,Mewat,Ferozepur Jhirka,phc,Marora,NA,27.9434,77.01717,Y,Physical,Rural,Public,2354378586
Haryana,Mewat,Ferozepur Jhirka,phc,Nagina,NA,27.9434,77.01717,Y,Physical,Rural,Public,7818336815
Haryana,Mahendragarh,Nangal Choudhary,phc,Bhamanwas,NA,27.964186,76.00668,Y,Physical,Rural,Public,1347656884
Haryana,Mahendragarh,Dochana,phc,Chhilero,NA,27.976969,76.019554,Y,Physical,Rural,Public,3112835511
Haryana,Palwal,Hathin,phc,Utawar,NA,27.98295,77.1877,Y,Physical,Rural,Public,7652883542
Haryana,Mahendragarh,Nangal Choudhary,phc,Sirohi Bahali,NA,27.985752,76.144003,Y,Physical,Rural,Public,6847356240
Haryana,Mahendragarh,Nangal Choudhary,phc,Mandhana,NA,28.01,76.15,Y,Physical,Rural,Public,4258881277
Haryana,Palwal,Aurangabad,phc,Deeghot,NA,28.03,77.37,Y,Physical,Rural,Public,6726277384
Haryana,Mahendragarh,Narnaul,phc,MMU Mahendragarh,NA,28.04,76.11,Y,Physical,Urban,Public,NA
Haryana,Palwal,Hathin,phc,Mandkola,NA,28.05,77.2333,Y,Physical,Rural,Public,1712721263
Haryana,Palwal,Hathin,phc,Kalsara,NA,28.05,77.23,Y,Physical,Rural,Public,1114711375
Haryana,Palwal,Hathin,phc,Kot,NA,28.05,77.23,Y,Physical,Rural,Public,1114711466
Haryana,Mewat,Nuh,phc,Sudaka,NA,28.08,77.02,Y,Physical,Rural,Public,1111254866
Haryana,Rewari,Bawal,phc,Tankri,NA,28.0829,76.4867,Y,Physical,Rural,Public,2536828441
Haryana,Mewat,Nuh,phc,Ujina,NA,28.08819,77.02312,Y,Physical,Rural,Public,1555525821
Haryana,Mahendragarh,Ateli,phc,Bachhod,NA,28.089928,76.198511,Y,Physical,Rural,Public,3616434480
Haryana,Gurgaon,Farrukh Nagar,phc,Gurgaon village,NA,28.09,76.97,Y,Physical,Rural,Public,6877322765
Haryana,Rewari,Bawal,phc,Kasola,NA,28.0956,76.506,Y,Physical,Rural,Public,8726372462
Haryana,Rewari,Bawal,phc,Sangwari,NA,28.0964,76.5942,Y,Physical,Rural,Public,3428375673
Haryana,Mahendragarh,Dochana,phc,Balaha Kalan,NA,28.098938,75.977325,Y,Physical,Rural,Public,5244578588
Haryana,Mahendragarh,Kanina,phc,Mundia Khera,NA,28.102145,76.236547,Y,Physical,Rural,Public,7214115268
Haryana,Palwal,Dudola,phc,Solra,NA,28.13858,77.32914,Y,Physical,Rural,Public,2241111836
Haryana,Rewari,Meerpur,phc,Bharawas,NA,28.1479,76.5674,Y,Physical,Rural,Public,8771463422
Haryana,Palwal,Dudola,phc,Amarpur,NA,28.15,77.3333,Y,Physical,Rural,Public,6782414822
Haryana,Palwal,Dudola,phc,Rasulpur,NA,28.15,77.3333,Y,Physical,Rural,Public,6874365759
Haryana,Palwal,Dudola,phc,Sihol,NA,28.15,77.33,Y,Physical,Rural,Public,1114686114
Haryana,Palwal,Palwal,phc,UPHC Kasba Mohalla,NA,28.155,77.3333,Y,Physical,Urban,Public,7374481237
Haryana,Palwal,Palwal,phc,UPHC Sallagarh,NA,28.155,77.3333,Y,Physical,Urban,Public,7744618658
Haryana,Palwal,Dudola,phc,Allika,NA,28.16,77.25,Y,Physical,Rural,Public,1114685512
Haryana,Rewari,Khol,phc,Basdooda,NA,28.18125,76.38496,Y,Physical,Rural,Public,8768681259
Haryana,Rewari,Rewari,phc,UPHC Rajeev Nagar,NA,28.1923,76.6217,Y,Physical,Urban,Public,NA
Haryana,Rewari,Rewari,phc,UPHC Qutub Pur,NA,28.196,76.6044,Y,Physical,Urban,Public,NA
Haryana,Rewari,Rewari,phc,UPHC Anand Nagar,NA,28.2023,76.6268,Y,Physical,Urban,Public,NA
Haryana,Rewari,Meerpur,phc,Masani,NA,28.20472,76.79748,Y,Physical,Rural,Public,4784451579
Haryana,Rewari,Meerpur,phc,Dharuhera,NA,28.20473,76.79749,Y,Physical,Rural,Public,1458278460
Haryana,Mewat,Nuh,phc,Jaurasi,NA,28.21,76.94,Y,Physical,Rural,Public,1111254833
Haryana,Mewat,Nuh,phc,Padheni,NA,28.21,76.94,Y,Physical,Rural,Public,1111248231
Haryana,Mewat,Nuh,phc,Mohmmadpur Ahir,NA,28.21158,76.94401,Y,Physical,Rural,Public,1868186824
Haryana,Mewat,Nuh,phc,Tauru,NA,28.21161,76.94404,Y,Physical,Rural,Public,2785767720
Haryana,Mahendragarh,Nangal Sirohi,phc,Malra,NA,28.21354,76.21354,Y,Physical,Rural,Public,NA
Haryana,Mahendragarh,Mahendragarh,phc,Madhogarh,NA,28.215365,76.20145,Y,Physical,Rural,Public,1837668753
Haryana,Mahendragarh,Kanina,phc,Bhojawas,NA,28.23546,76.2541,Y,Physical,Rural,Public,8114686838
Haryana,Faridabad,Kurali,phc,P. Khurd,NA,28.23558,77.392,Y,Physical,Rural,Public,5635487829
Haryana,Mewat,Nuh,phc,Ghasera,NA,28.23615,77.11375,Y,Physical,Rural,Public,6325846472
Haryana,Gurgaon,gurgaon,phc,UPHC Khandsa,NA,28.25,77,Y,Physical,Urban,Public,4288462262
Haryana,Faridabad,Faridabad Urban,phc,UPHC Aitmadpur,NA,28.2576,77.4264,Y,Physical,Urban,Public,1115144634
Haryana,Gurgaon,gurgaon,phc,UPHC Jharsa,NA,28.26,77.02,Y,Physical,Urban,Public,NA
Haryana,Mahendragarh,Nangal Choudhary,phc,Bayal,NA,28.28,76.15,Y,Physical,Rural,Public,1167111747
Haryana,Gurgaon,gurgaon,phc,UPHC Laxman Vihar,NA,28.28,77,Y,Physical,Urban,Public,5238486756
Haryana,Gurgaon,gurgaon,phc,UPHC Om Nagar,NA,28.28,77,Y,Physical,Urban,Public,7856825737
Haryana,Gurgaon,gurgaon,phc,UPHC Rajiv Nagar,NA,28.28,77.02,Y,Physical,Urban,Public,3727618385
Haryana,Gurgaon,gurgaon,phc,UPHC Rajendera Park,NA,28.29,77,Y,Physical,Urban,Public,7465444326
Haryana,Rewari,Khol,phc,Siha,NA,28.29778,76.43001,Y,Physical,Rural,Public,4783322375
Haryana,Rewari,Gurawara,phc,Dahina,NA,28.29779,76.43001,Y,Physical,Rural,Public,1516811336
Haryana,Rewari,Gurawara,phc,Fathepuri,NA,28.29784,76.43003,Y,Physical,Rural,Public,6578781459
Haryana,Gurgaon,gurgaon,phc,UPHC Mullahera,NA,28.3,77.03,Y,Physical,Urban,Public,1351421571
Haryana,Faridabad,Kurali,phc,Dayalpur,NA,28.3022,77.3884,Y,Physical,Rural,Public,3326486283
Haryana,Gurgaon,Pataudi,phc,Kasan,NA,28.31,76.9,Y,Physical,Rural,Public,5167574887
Haryana,Gurgaon,gurgaon,phc,UPHC Manesar,NA,28.31,76.9,Y,Physical,Urban,Public,1114665357
Haryana,Gurgaon,gurgaon,phc,UPHC Naharpur Kasan,NA,28.31,76.9,Y,Physical,Urban,Public,NA
Haryana,Faridabad,Kheri Kalan,phc,Dhouj,NA,28.31108,77.2485596,Y,Physical,Rural,Public,6756773641
Haryana,Mahendragarh,Mahendragarh,phc,Dhanauda,NA,28.32154,76.2136548,Y,Physical,Rural,Public,NA
Haryana,Faridabad,Faridabad Urban,phc,UPHC Adarsh Nagar,NA,28.32595,77.32741,Y,Physical,Urban,Public,1115144451
Haryana,Mahendragarh,Dochana,phc,Rampura,NA,28.32658,76.21036,Y,Physical,Rural,Public,2688332820
Haryana,Rewari,Gurawara,phc,Jatusana,NA,28.3295,76.5451,Y,Physical,Rural,Public,5146488753
Haryana,Gurgaon,Pataudi,phc,Madapur,NA,28.33,76.71,Y,Physical,Rural,Public,3684177458
Haryana,Mahendragarh,Mahendragarh,phc,Pali,NA,28.347447,76.140693,Y,Physical,Rural,Public,8227688259
Haryana,Faridabad,Kheri Kalan,phc,Tigaon,NA,28.3508333,77.39694439,Y,Physical,Rural,Public,2145588782
Haryana,Faridabad,Faridabad Urban,phc,UPHC Bhim Basti Sec 18,NA,28.3514,77.3273,Y,Physical,Urban,Public,1115144816
Haryana,Faridabad,Faridabad Urban,phc,Govt. Disp. CD Old,NA,28.35157,77.32159,Y,Physical,Urban,Public,1114722653
Haryana,Faridabad,Kurali,phc,Mohna,NA,28.3525,77.3294,Y,Physical,Rural,Public,3888171331
